,b_id,b_permit_type,b_category,b_action_type,b_work_type,b_value,b_issue_date,b_final_date,b_expiration_date,b_status,b_latitude,b_longitude
5711,6469086,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,394040.0,2016-06-22,2018-01-12,2017-12-22,Permit Closed,47.55836193,-122.3618926
5714,6510989,Construction,INSTITUTIONAL,NEW,Plan Review,24278653.0,2017-05-10,,2018-11-10,Permit Issued,47.61227892,-122.31752009999998
5720,6367535,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,308733.0,2013-11-02,2014-11-14,2015-05-02,Permit Closed,47.72188207,-122.3111715
5736,6409238,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,282676.0,2015-02-02,2015-10-30,2016-08-02,Permit Closed,47.54592919,-122.3628441
5737,6383001,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,338213.0,2013-12-12,2014-10-14,2015-06-12,Permit Closed,47.67351703,-122.3986233
5756,6387897,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,273958.0,2014-06-04,,2015-12-04,Permit Issued,47.63659785,-122.368524
5759,6578112,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,414284.0,2017-08-21,,2019-02-21,Permit Issued,47.55371797,-122.3875868
5761,6283699,Construction,COMMERCIAL,NEW,Plan Review,1705889.0,2013-10-07,2017-03-30,2018-04-07,Cert of Occupancy Authorized,47.61803417,-122.30642240000002
5772,6371867,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,302443.0,2013-11-08,,2015-05-08,Permit Closed,47.51675078,-122.3716386
5773,6491637,Construction,COMMERCIAL,NEW,Plan Review,6800000.0,2017-02-23,,2018-08-23,Permit Issued,47.68900024,-122.3436418
5784,6401813,Construction,MULTIFAMILY,NEW,Plan Review,678258.0,2015-03-28,2016-02-10,2016-09-28,Permit Closed,47.52631559,-122.3220979
5804,6512565,Construction,INSTITUTIONAL,NEW,Plan Review,1200000.0,2016-07-19,,2018-01-19,Permit Issued,47.56242649,-122.3847063
5809,6384008,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,275870.0,2014-06-06,2015-07-20,2015-12-06,Permit Finaled,47.579706,-122.3101908
5843,6483864,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,285998.0,2015-12-14,,2017-06-14,Permit Issued,47.64596131,-122.3630087
5851,6377486,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,328000.0,2014-03-31,,2018-09-30,Permit Issued,47.54320593,-122.2980668
5869,6449847,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,420280.0,2015-09-10,2017-03-14,2017-03-10,Permit Closed,47.55658421,-122.3610097
5887,6380089,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,297064.0,2014-10-01,2016-08-25,2017-10-01,Permit Closed,47.60253804,-122.3032132
5907,6373578,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,467454.0,2013-10-05,2014-09-29,2015-04-05,Permit Closed,47.63757229,-122.2840697
5934,6463073,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,335502.0,2015-07-16,2016-06-13,2017-01-16,Permit Closed,47.70079706,-122.3206548
5958,6417575,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,407798.0,2015-02-18,2016-06-15,2016-08-18,Permit Closed,47.59629564,-122.3092609
5974,6471434,Construction,COMMERCIAL,NEW,Plan Review,47837336.0,2017-06-25,,2018-12-25,Permit Issued,47.62488719,-122.3347023
5982,6501752,Construction,MULTIFAMILY,NEW,Plan Review,893880.0,2017-09-21,,2019-03-21,Permit Issued,47.63874172,-122.3693703
5983,6522130,Construction,MULTIFAMILY,NEW,Plan Review,644995.0,2016-10-06,2017-06-02,2018-04-06,Permit Finaled,47.6131846,-122.2955313
6007,6319075,Construction,MULTIFAMILY,NEW,Plan Review,274500.0,2013-06-21,2014-03-25,2014-12-21,Permit Closed,47.61933063,-122.3218517
6008,6396844,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,326646.0,2014-06-26,2015-07-20,2015-12-26,Permit Closed,47.64593865,-122.3626895
6010,6506253,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,301302.0,2016-09-21,2017-08-10,2018-03-21,Permit Closed,47.56708134,-122.2966778
6013,6347084,Construction,MULTIFAMILY,NEW,Plan Review,771334.0,2014-04-03,2015-06-26,2015-10-03,Permit Closed,47.58183469,-122.40223059999998
6024,6374511,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,448904.0,2014-05-09,2016-09-29,2017-05-09,Permit Closed,47.55954476,-122.2895376
6029,6345681,Construction,MULTIFAMILY,NEW,Plan Review,877514.0,2014-06-24,2016-02-16,2015-12-24,Permit Closed,47.61818491,-122.3056207
6052,6489404,Construction,MULTIFAMILY,NEW,Plan Review,1427490.0,2016-12-22,2018-02-20,2018-06-22,Permit Finaled,47.6939539,-122.3542616
6059,6446470,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,324000.0,2015-05-02,2016-07-07,2016-11-02,Permit Closed,47.67506349,-122.3786149
6072,6491706,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,447881.0,2016-10-18,,2018-04-18,Permit Issued,47.62979891,-122.3199643
6080,6393617,Construction,MULTIFAMILY,NEW,Plan Review,449612.0,2014-10-13,2015-06-05,2016-04-13,Cert of Occupancy Authorized,47.65373096,-122.3515318
6081,6420492,Construction,MULTIFAMILY,NEW,Plan Review,337022.0,2016-11-02,,2018-05-02,Permit Issued,47.52459563,-122.2807126
6099,6420496,Construction,MULTIFAMILY,NEW,Plan Review,360222.0,2015-01-29,,2016-07-29,Permit Closed,47.52463306,-122.2801586
6107,6419979,Construction,MULTIFAMILY,NEW,Plan Review,1607883.0,2015-02-28,2016-02-09,2016-08-28,Permit Finaled,47.66113035,-122.3459842
6109,6543763,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,485437.0,2017-02-02,2018-01-26,2018-08-02,Permit Closed,47.68237442,-122.2734194
6112,6401099,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,373245.0,2014-09-25,2015-11-30,2016-03-25,Permit Closed,47.57894918,-122.3041218
6138,6372751,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,631854.0,2014-05-22,2015-04-14,2015-11-22,Permit Closed,47.58643115,-122.3844467
6140,6466102,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,409808.0,2017-09-07,,2019-03-07,Permit Issued,47.53229504,-122.34623229999998
6157,6365502,Construction,MULTIFAMILY,NEW,Plan Review,855160.0,2014-02-26,2015-06-03,2015-08-26,Permit Closed,47.61428571,-122.3505719
6158,6503299,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,502982.0,2016-10-13,,2018-04-13,Permit Issued,47.62246248,-122.3039152
6161,6419345,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,333406.0,2015-08-05,2017-08-09,2018-08-05,Permit Closed,47.5145305,-122.269689
6162,6368993,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,312808.0,2014-03-18,2014-11-26,2015-09-18,Permit Closed,47.54377564,-122.3564635
6184,6420112,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,401007.0,2015-03-29,2016-09-29,2016-09-29,Permit Closed,47.55744885,-122.3604054
6195,6394770,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,372686.0,2014-09-22,2017-01-09,2017-09-22,Permit Closed,47.61003307,-122.3143846
6201,6440374,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,348483.0,2015-01-07,2016-02-17,2016-07-07,Permit Closed,47.64813914,-122.4076512
6223,6479474,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,448532.0,2015-09-16,2016-06-03,2017-03-16,Permit Closed,47.67786592,-122.38406709999998
6228,6438851,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,295272.0,2015-01-24,2015-08-28,2016-07-24,Permit Closed,47.55025768,-122.2744607
6230,6424049,Construction,MULTIFAMILY,NEW,Plan Review,393764.0,2014-12-11,2016-07-18,2016-06-11,Permit Closed,47.620805,-122.3027163
6268,6467329,Construction,INSTITUTIONAL,NEW,Plan Review,2750000.0,2015-07-25,2017-07-11,2018-07-25,Permit Closed,47.72369199,-122.3067701
6270,6496108,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,436884.0,2016-04-25,2016-12-28,2017-10-25,Permit Closed,47.66980327,-122.2981836
6280,6414921,Construction,MULTIFAMILY,NEW,Plan Review,350696.0,2016-03-08,,2019-03-08,Permit Issued,47.69538443,-122.3737479
6284,6320650,Construction,MULTIFAMILY,NEW,Plan Review,462656.0,2013-04-30,2014-03-05,2014-10-30,Permit Closed,47.56553178,-122.29509109999998
6324,6443260,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,323681.0,2015-09-09,2017-04-20,2018-09-09,Permit Closed,47.57540094,-122.4136624
6338,6442379,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,290803.0,2015-01-27,2016-02-01,2016-07-27,Permit Closed,47.5181436,-122.3638504
6354,6355300,Construction,MULTIFAMILY,NEW,Plan Review,371802.0,2014-03-02,2015-04-29,2015-09-02,Permit Closed,47.58158808,-122.4024618
6365,6345044,Construction,MULTIFAMILY,NEW,Plan Review,535095.0,2013-04-25,2014-04-10,2014-10-25,Permit Closed,47.64467797,-122.3249037
6366,6553265,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,409972.0,2017-05-03,,2018-11-03,Permit Issued,47.57141381,-122.3742147
6369,6460397,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,262567.0,2015-04-22,2016-02-09,2016-10-22,Permit Closed,47.67509098,-122.3867577
6379,6504712,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,434082.0,2016-05-09,2017-01-04,2017-11-09,Permit Closed,47.69291076,-122.2872264
6396,6361173,Construction,MULTIFAMILY,NEW,Plan Review,545250.0,2014-10-21,2016-06-23,2016-04-21,Permit Closed,47.64827306,-122.3357527
6399,6590451,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,379077.0,2017-08-20,,2019-02-20,Permit Issued,47.54508789,-122.2668889
6421,6608289,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,474496.0,2017-12-28,,2019-06-28,Permit Issued,47.67383383,-122.2894258
6430,6415485,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,350046.0,2014-09-03,2015-06-18,2016-03-03,Permit Closed,47.71788893,-122.3367851
6431,6490949,Construction,COMMERCIAL,NEW,Plan Review,1593109.0,2016-09-09,,2018-03-09,Permit Issued,47.58257891,-122.3859271
6438,6556800,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,289848.0,2017-01-23,2017-12-20,2018-07-23,Permit Closed,47.63541527,-122.3713608
6444,6499097,Construction,MULTIFAMILY,NEW,Plan Review,1114986.0,2016-11-15,2017-06-21,2018-05-15,Permit Closed,47.54078431,-122.371498
6470,6300488,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,307018.0,2013-06-05,2015-05-28,2016-06-05,Permit Closed,47.61695002,-122.2928693
6475,6334135,Construction,MULTIFAMILY,NEW,Plan Review,659892.0,2013-12-24,,2016-12-24,Permit Issued,47.56989009,-122.2972431
6481,6449250,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,365142.0,2015-04-24,2016-07-25,2016-10-24,Permit Closed,47.691624,-122.3333039
6498,6306279,Construction,MULTIFAMILY,NEW,Plan Review,36678888.0,2013-12-06,2016-03-30,2016-12-06,Permit Closed,47.62221174,-122.3355992
6506,6524418,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,451784.0,2016-07-10,2017-05-02,2018-01-10,Permit Closed,47.58508449,-122.389459
6511,6486996,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,254331.0,2016-03-08,2017-11-27,2019-03-08,Permit Closed,47.5893214,-122.295549
6530,6415053,Construction,MULTIFAMILY,NEW,Plan Review,1377173.0,2016-01-06,2016-11-02,2017-07-06,Permit Closed,47.67724011,-122.291275
6532,6391253,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,286571.0,2014-07-16,,2016-01-16,Permit Issued,47.69805945,-122.3410546
6540,6484290,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,353773.0,2016-06-23,,2019-06-23,Permit Issued,47.57923547,-122.3938967
6544,6550951,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,404243.0,2017-06-09,,2018-12-09,Permit Issued,47.61812085,-122.2959351
6584,6532497,Construction,MULTIFAMILY,NEW,Plan Review,953483.0,2017-03-15,,2018-09-15,Permit Issued,47.58574733,-122.3013286
6599,6458076,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,553274.0,2016-11-23,,2018-05-23,Permit Issued,47.62236237,-122.3004249
6605,6420805,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,325555.0,2015-01-10,,2016-07-10,Permit Issued,47.56280064,-122.3911244
6611,6427650,Construction,MULTIFAMILY,NEW,Plan Review,1100000.0,2015-07-21,,2018-07-21,Permit Issued,47.62489222,-122.3306346
6622,6366941,Construction,MULTIFAMILY,NEW,Plan Review,689130.0,2014-04-26,,2015-10-26,Permit Closed,47.65492058,-122.3483813
6642,6396997,Construction,MULTIFAMILY,NEW,Plan Review,1391102.0,2016-01-11,,2017-07-11,Permit Issued,47.55568593,-122.2809981
6692,6483620,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,451248.0,2015-11-17,2017-05-05,2017-05-17,Permit Closed,47.66919994,-122.372636
6694,6510595,Construction,MULTIFAMILY,NEW,Plan Review,3334061.0,2017-05-23,,2018-11-23,Permit Issued,47.59494151,-122.3860356
6698,6388956,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,375561.0,2014-03-07,2014-12-31,2015-09-07,Permit Closed,47.54923795,-122.3869185
6707,6388755,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,365390.0,2014-03-05,2015-03-02,2015-09-05,Permit Closed,47.67504522,-122.39263490000002
6723,6404633,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,439187.0,2014-05-12,2015-04-06,2015-11-12,Permit Closed,47.67996091,-122.3622139
6731,6456837,Construction,MULTIFAMILY,NEW,Plan Review,558697.0,2015-06-10,2016-11-15,2016-12-10,Permit Closed,47.65820563,-122.3497149
6760,6410714,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,416442.0,2014-09-02,2015-07-06,2016-03-02,Permit Closed,47.56928622,-122.2825384
6763,6418862,Construction,COMMERCIAL,NEW,Plan Review,1571475.0,2017-06-24,,2018-12-24,Permit Issued,47.66895441,-122.392453
6767,6347680,Construction,MULTIFAMILY,NEW,Plan Review,933811.0,2013-10-18,2014-12-15,2015-04-18,Cert of Occupancy Authorized,47.54019907,-122.3868258
6769,6465092,Construction,MULTIFAMILY,NEW,Plan Review,818309.0,2015-11-06,2017-04-05,2017-05-06,Permit Closed,47.65170368,-122.3663932
6772,6547085,Construction,MULTIFAMILY,NEW,Plan Review,289877.0,2017-09-01,,2019-03-01,Permit Issued,47.65385594,-122.3488579
6804,6530701,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,364748.0,2016-09-01,2018-01-19,2018-03-01,Permit Closed,47.57009072,-122.3747472
6810,6424750,Construction,COMMERCIAL,NEW,Plan Review,537012.0,2015-04-23,2016-07-15,2016-10-23,Permit Closed,47.67940268,-122.36642240000002
6814,6525026,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,514087.0,2016-11-17,,2018-05-17,Permit Issued,47.63857788,-122.4001282
6822,6308980,Construction,COMMERCIAL,NEW,Plan Review,91249017.0,2013-12-26,2017-07-10,2016-12-26,Permit Closed,47.62251637,-122.3339166
6847,6495887,Construction,MULTIFAMILY,NEW,Plan Review,357930.0,2016-03-07,,2019-03-07,Permit Issued,47.63911237,-122.324232
6864,6353244,Construction,MULTIFAMILY,NEW,Plan Review,559527.0,2013-07-03,2015-07-22,2016-07-03,Permit Closed,47.60257288,-122.3120382
6870,6555240,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,369645.0,2016-11-15,2017-05-30,2018-05-15,Permit Closed,47.55476317,-122.36460890000002
6885,6411375,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,453971.0,2016-01-13,2016-09-27,2017-07-13,Permit Closed,47.55665699,-122.3604149
6915,6375273,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,699066.0,2013-11-25,2014-11-20,2015-05-25,Permit Closed,47.5827045,-122.3931478
6919,6419588,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,314982.0,2015-01-10,2016-02-23,2016-07-10,Permit Closed,47.69390611,-122.3252452
6925,6317499,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,290448.0,2014-08-13,2015-08-17,2016-02-13,Permit Closed,47.54872105,-122.2933954
6928,6386722,Construction,MULTIFAMILY,NEW,Plan Review,539014.0,2014-02-16,2015-05-11,2015-08-16,Permit Closed,47.60339021,-122.3055402
6930,6527793,Construction,COMMERCIAL,NEW,Plan Review,700000.0,2018-01-23,,2019-07-23,Permit Issued,47.61832606,-122.33381509999998
6950,6603279,Construction,COMMERCIAL,NEW,Plan Review,350000.0,2017-12-28,,2019-06-28,Permit Issued,47.65629705,-122.3429757
6969,6585557,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,346530.0,2018-01-17,,2019-07-17,Permit Issued,47.66073509,-122.3516679
6974,6544117,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,411396.0,2017-05-09,,2018-11-09,Permit Issued,47.68090278,-122.345246
6976,6589149,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,500000.0,2017-12-27,,2019-06-27,Permit Issued,47.64190921,-122.4132371
6983,6456497,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,505131.0,2015-06-24,2016-06-29,2016-12-24,Permit Closed,47.55906465,-122.2679195
7003,6332978,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,429512.0,2014-01-10,2015-02-03,2015-07-10,Permit Closed,47.5594479,-122.3619794
7010,6555758,Construction,MULTIFAMILY,NEW,Plan Review,594549.0,2017-04-06,,2018-10-06,Permit Issued,47.5505945,-122.3215263
7017,6374865,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,344359.0,2013-10-14,2014-07-09,2015-04-14,Permit Closed,47.67088370000001,-122.3333006
7024,6408631,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,327202.0,2014-06-06,2015-02-20,2015-12-06,Permit Closed,47.58107976,-122.3889685
7036,6367585,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,645000.0,2015-03-07,2016-06-29,2016-09-07,Permit Closed,47.66862273,-122.41163629999998
7038,6628681,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,380109.0,2017-11-18,,2019-05-18,Permit Issued,47.58471909,-122.3131988
7055,6499299,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,374770.0,2016-06-15,,2017-12-15,Permit Issued,47.56177471,-122.2806788
7059,6382783,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,422158.0,2014-02-08,2014-12-12,2015-08-08,Permit Closed,47.66203852,-122.287939
7070,6375658,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,349581.0,2013-12-02,2014-09-22,2015-06-02,Permit Closed,47.69566251,-122.3265396
7084,6428901,Construction,COMMERCIAL,NEW,Plan Review,1223915.0,2015-05-28,2017-10-03,2018-05-28,Permit Closed,47.56974742,-122.3862476
7092,6387895,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,266368.0,2013-12-05,2014-10-14,2015-06-05,Permit Closed,47.56564373,-122.4031745
7099,6542398,Construction,MULTIFAMILY,NEW,Plan Review,984533.0,2017-03-08,,2018-09-08,Permit Issued,47.62066064,-122.3105757
7102,6372962,Construction,COMMERCIAL,NEW,Plan Review,689500.0,2014-07-31,2016-02-18,2016-01-31,Permit Closed,47.62069226,-122.3413943
7115,6473783,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,262382.0,2016-08-04,,2019-08-04,Permit Issued,47.53478101,-122.3678086
7118,6406960,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,477720.0,2014-10-20,2015-05-27,2016-04-20,Permit Closed,47.57736213,-122.3971814
7119,6381213,Construction,MULTIFAMILY,NEW,Plan Review,277996.0,2013-12-11,2015-03-20,2015-06-11,Permit Closed,47.56350678,-122.29164409999998
7130,6534134,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,404928.0,2016-09-28,2017-06-16,2018-03-28,Permit Closed,47.6599031,-122.3968674
7145,6573818,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,430214.0,2017-08-25,,2019-02-25,Permit Issued,47.67101915,-122.2831998
7156,6493468,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,518797.0,2016-09-28,2017-09-12,2018-03-28,Permit Closed,47.6182115,-122.3137693
7166,6398428,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,338777.0,2014-06-10,2015-05-12,2015-12-10,Permit Closed,47.71699611,-122.28201
7188,6500750,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,352506.0,2016-05-03,,2017-11-03,Permit Issued,47.53869111,-122.2698745
7205,6375452,Construction,MULTIFAMILY,NEW,Plan Review,941312.0,2014-10-17,2017-07-06,2017-10-17,Cert of Occupancy Authorized,47.6718513,-122.381551
7225,6609639,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,272500.0,2017-12-07,,2019-06-07,Permit Issued,47.67031347,-122.2998669
7235,6412539,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,466883.0,2015-06-18,,2018-06-18,Permit Issued,47.69033429,-122.3900824
7241,6443297,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,732408.0,2015-09-18,2017-07-25,2018-09-18,Permit Closed,47.65209497,-122.2771958
7247,6621060,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,267372.0,2018-01-29,,2019-07-29,Permit Issued,47.56571633,-122.3638994
7251,6387695,Construction,MULTIFAMILY,NEW,Plan Review,289291.0,2014-05-30,2015-08-17,2015-11-30,Permit Closed,47.55020882,-122.323086
7295,6565203,Construction,INSTITUTIONAL,NEW,Plan Review,587822.0,2017-04-04,2017-08-23,2018-10-04,Permit Closed,47.55813152,-122.3189135
7301,6377000,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,405406.0,2014-05-05,2014-06-27,2015-11-05,Permit Closed,47.5203348,-122.392904
7312,6379393,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,375920.0,2014-01-16,2014-12-17,2015-07-16,Permit Closed,47.65092436,-122.3841854
7333,6355122,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,279432.0,2013-09-12,2014-05-07,2015-03-12,Permit Closed,47.54869383,-122.2721344
7366,6345434,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,307020.0,2013-08-24,2014-04-14,2015-02-24,Permit Closed,47.691826,-122.34928159999998
7399,6385773,Construction,COMMERCIAL,NEW,Plan Review,322850.0,2014-03-04,2015-07-15,2015-09-04,Permit Closed,47.65113101,-122.341569
7401,6384219,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,417996.0,2013-12-11,2014-06-09,2015-06-11,Permit Closed,47.66067314,-122.3974471
7404,6530274,Construction,MULTIFAMILY,NEW,Plan Review,635000.0,2016-12-09,,2018-06-09,Permit Issued,47.56601325,-122.36618500000002
7430,6397216,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,418639.0,2014-04-28,2014-11-24,2015-10-28,Permit Closed,47.6264881,-122.2971484
7441,6276147,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,299500.0,2014-10-01,2018-01-11,2016-04-01,Permit Closed,47.55584591,-122.2932428
7452,6420491,Construction,MULTIFAMILY,NEW,Plan Review,337022.0,2016-11-02,,2018-05-02,Permit Issued,47.52475606,-122.2807105
7453,6529717,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,451763.0,2018-01-08,,2019-07-08,Permit Issued,47.55726248,-122.2828264
7492,6419583,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,458737.0,2015-01-29,2015-10-23,2016-07-29,Permit Closed,47.66645579,-122.2781472
7508,6580313,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,346885.0,2017-08-04,,2019-02-04,Permit Issued,47.63897095,-122.3613021
7513,6400940,Construction,COMMERCIAL,NEW,Plan Review,799950.0,2014-12-23,,2016-06-23,Permit Closed,47.57517064,-122.3865641
7516,6402412,Construction,MULTIFAMILY,NEW,Plan Review,1000000.0,2014-12-02,,2016-06-02,Permit Closed,47.67864785,-122.3239886
7520,6414429,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,316210.0,2015-04-06,2016-11-29,2018-04-06,Permit Closed,47.51266648,-122.2590551
7522,6361838,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,401998.0,2013-12-11,2014-05-23,2015-06-11,Permit Closed,47.67846289999999,-122.3916577
7566,6395312,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,423495.0,2014-03-05,2014-12-26,2015-09-05,Permit Closed,47.68013505,-122.3055832
7577,6552035,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,453975.0,2016-12-22,2017-10-23,2018-06-22,Permit Closed,47.67341648,-122.3561479
7589,6559629,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,355019.0,2017-10-09,,2019-04-09,Permit Issued,47.67448223,-122.3556626
7606,6520730,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,371765.0,2017-07-27,,2019-01-27,Permit Issued,47.58961338,-122.3118773
7612,6346833,Construction,MULTIFAMILY,NEW,Plan Review,497708.0,2013-07-31,2014-07-30,2015-01-31,Permit Finaled,47.64378843,-122.3256349
7613,6559219,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,440757.0,2017-10-25,,2019-04-25,Permit Issued,47.54263226,-122.266818
